txn_id,order_id,operation_type,status,psp,psp_reference,sku,country,currency,amount_local,fx_rate_applied,fx_date_applied,amount_usd,created_at_utc,captured_at_utc
TXN-107451,ORD-507451,SALE,settled,google_play,,sub_monthly,DE,EUR,9.99,1.094662,2026-06-05,10.94,2026-06-05T14:09:13Z,2026-06-05T14:40:13Z
TXN-104046,ORD-504046,SALE,settled,adyen,8620000000000096,sub_monthly,NL,EUR,9.99,1.094662,2026-06-05,10.94,2026-06-05T14:09:37Z,2026-06-05T15:49:37Z
TXN-102126,ORD-502126,SALE,settled,paypal_eu,23Y6XU7JN6NRNQXDU,sub_monthly,FR,EUR,9.99,1.094662,2026-06-05,10.94,2026-06-05T14:12:15Z,2026-06-05T15:41:15Z
TXN-107585,ORD-507585,SALE,settled,google_play,,sub_annual,US,USD,59.99,1.000000,2026-06-05,59.99,2026-06-05T14:13:59Z,2026-06-05T15:50:59Z
TXN-106433,ORD-506433,SALE,settled,dlocal,DL-90000738,sub_monthly,MX,MXN,129.00,0.055004,2026-06-05,7.10,2026-06-05T14:16:47Z,2026-06-05T14:47:47Z
TXN-101174,ORD-501174,SALE,settled,paypal_us,8DCQ7MX9YK8ZVTXAK,coach_addon,US,USD,4.99,1.000000,2026-06-05,4.99,2026-06-05T14:17:51Z,2026-06-05T14:42:51Z
TXN-105130,ORD-505130,SALE,settled,adyen,8620000000001180,sub_monthly,GB,GBP,8.99,1.288623,2026-06-05,11.58,2026-06-05T14:29:53Z,2026-06-05T15:55:53Z
TXN-102015,ORD-502015,SALE,settled,paypal_us,4C1A8F4SNF20PSJPP,sub_monthly,US,USD,9.99,1.000000,2026-06-05,9.99,2026-06-05T14:32:00Z,2026-06-05T15:20:00Z
TXN-106430,ORD-506430,SALE,settled,dlocal,DL-90000735,sub_quarterly,CO,COP,79900.00,0.000251,2026-06-05,20.05,2026-06-05T14:33:26Z,2026-06-05T16:22:26Z
TXN-107293,ORD-507293,SALE,settled,google_play,,sub_monthly,US,USD,9.99,1.000000,2026-06-05,9.99,2026-06-05T14:36:37Z,2026-06-05T15:51:37Z
TXN-105058,ORD-505058,SALE,settled,adyen,8620000000001108,sub_annual,US,USD,59.99,1.000000,2026-06-05,59.99,2026-06-05T14:43:00Z,2026-06-05T15:19:00Z
TXN-102633,ORD-502633,SALE,settled,paypal_eu,BFFTVBNS748395LEM,sub_quarterly,GB,GBP,21.99,1.288623,2026-06-05,28.34,2026-06-05T14:44:59Z,2026-06-05T15:37:59Z
TXN-105184,ORD-505184,SALE,settled,adyen,8620000000001234,sub_monthly,NL,EUR,9.99,1.094662,2026-06-05,10.94,2026-06-05T14:48:56Z,2026-06-05T15:27:56Z
TXN-106424,ORD-506424,SALE,declined,dlocal,DL-90000729,sub_annual,AR,ARS,39999.00,0.000840,2026-06-05,33.60,2026-06-05T14:49:08Z,
TXN-100815,ORD-500815,SALE,settled,paypal_us,SPG1HVBL69AWXGCV1,sub_monthly,US,USD,9.99,1.000000,2026-06-05,9.99,2026-06-05T14:53:48Z,2026-06-05T15:24:48Z
TXN-102884,ORD-502884,SALE,settled,paypal_eu,SKK2QY8SCXN6XJ3JU,sub_monthly,FR,EUR,9.99,1.094662,2026-06-05,10.94,2026-06-05T15:01:54Z,2026-06-05T16:07:54Z
TXN-104463,ORD-504463,SALE,settled,adyen,8620000000000513,sub_monthly,FR,EUR,9.99,1.094662,2026-06-05,10.94,2026-06-05T15:02:19Z,2026-06-05T15:50:19Z
TXN-105111,ORD-505111,SALE,settled,adyen,8620000000001161,sub_monthly,DE,EUR,9.99,1.094662,2026-06-05,10.94,2026-06-05T15:07:59Z,2026-06-05T16:04:59Z
TXN-105056,ORD-505056,SALE,settled,adyen,8620000000001106,sub_annual,GB,GBP,54.99,1.288623,2026-06-05,70.86,2026-06-05T15:11:59Z,2026-06-05T16:09:59Z
TXN-105270,ORD-505270,SALE,settled,adyen,8620000000001320,sub_quarterly,DE,EUR,24.99,1.094662,2026-06-05,27.36,2026-06-05T15:13:50Z,2026-06-05T15:46:50Z
TXN-105596,ORD-505596,SALE,settled,adyen,8620000000001646,sub_monthly,GB,GBP,8.99,1.288623,2026-06-05,11.58,2026-06-05T15:14:19Z,2026-06-05T15:31:19Z
TXN-102429,ORD-502429,SALE,settled,paypal_eu,FFDR7LBMZ8ANB1FK6,coach_addon,ES,EUR,4.99,1.094662,2026-06-05,5.46,2026-06-05T15:15:14Z,2026-06-05T16:36:14Z
TXN-103963,ORD-503963,SALE,settled,adyen,8620000000000013,sub_monthly,DE,EUR,9.99,1.094662,2026-06-05,10.94,2026-06-05T15:19:13Z,2026-06-05T16:17:13Z
TXN-107396,ORD-507396,SALE,settled,google_play,,sub_monthly,US,USD,9.99,1.000000,2026-06-05,9.99,2026-06-05T15:19:43Z,2026-06-05T16:20:43Z
TXN-106690,ORD-506690,SALE,settled,dlocal,DL-90000995,sub_monthly,BR,BRL,34.90,0.184711,2026-06-05,6.45,2026-06-05T15:21:53Z,2026-06-05T15:45:53Z
TXN-101494,ORD-501494,SALE,declined,paypal_us,FC35NNRXJTMYUA1AB,sub_monthly,US,USD,9.99,1.000000,2026-06-05,9.99,2026-06-05T15:25:15Z,
TXN-104594,ORD-504594,SALE,settled,adyen,8620000000000644,sub_quarterly,GB,GBP,21.99,1.288623,2026-06-05,28.34,2026-06-05T15:38:13Z,2026-06-05T17:03:13Z
TXN-107897,ORD-505072,REFUND,settled,adyen,8620000000001770,sub_monthly,FR,EUR,5.00,1.094662,2026-06-05,5.47,2026-06-05T15:38:25Z,2026-06-05T15:38:25Z
TXN-104945,ORD-504945,SALE,settled,adyen,8620000000000995,sub_monthly,DE,EUR,9.99,1.094662,2026-06-05,10.94,2026-06-05T15:40:35Z,2026-06-05T16:29:35Z
TXN-106096,ORD-506096,SALE,declined,dlocal,DL-90000401,sub_monthly,MX,MXN,129.00,0.055004,2026-06-05,7.10,2026-06-05T15:40:51Z,
TXN-105810,ORD-505810,SALE,settled,dlocal,DL-90000115,coach_addon,CL,CLP,3990,0.001064,2026-06-05,4.25,2026-06-05T15:49:06Z,2026-06-05T17:15:06Z
TXN-105538,ORD-505538,SALE,settled,adyen,8620000000001588,sub_annual,DE,EUR,59.99,1.094662,2026-06-05,65.67,2026-06-05T15:49:40Z,2026-06-05T16:35:40Z
TXN-102410,ORD-502410,SALE,settled,paypal_eu,P2E6BHMQ08CKJDQC0,sub_monthly,GB,GBP,8.99,1.288623,2026-06-05,11.58,2026-06-05T15:50:00Z,2026-06-05T17:00:00Z
TXN-103339,ORD-503339,SALE,settled,paypal_eu,220KCJRREY9CTX03W,sub_quarterly,GB,GBP,21.99,1.288623,2026-06-05,28.34,2026-06-05T15:57:43Z,2026-06-05T17:34:43Z
TXN-107151,ORD-507151,SALE,settled,google_play,,coach_addon,US,USD,4.99,1.000000,2026-06-05,4.99,2026-06-05T16:04:09Z,2026-06-05T17:31:09Z
TXN-104790,ORD-504790,SALE,settled,adyen,8620000000000840,sub_monthly,DE,EUR,9.99,1.094662,2026-06-05,10.94,2026-06-05T16:04:45Z,2026-06-05T16:12:45Z
TXN-103508,ORD-503508,SALE,settled,paypal_eu,7MCN9QTJLETXJVSUM,sub_quarterly,ES,EUR,24.99,1.094662,2026-06-05,27.36,2026-06-05T16:06:21Z,2026-06-05T17:52:21Z
TXN-101744,ORD-501744,SALE,settled,paypal_us,CXNYKNV3XERQUD43V,sub_quarterly,US,USD,24.99,1.000000,2026-06-05,24.99,2026-06-05T16:08:26Z,2026-06-05T17:34:26Z
TXN-103499,ORD-503499,SALE,settled,paypal_eu,1VSR67YQG4AR14GET,sub_monthly,DE,EUR,9.99,1.094662,2026-06-05,10.94,2026-06-05T16:10:17Z,2026-06-05T16:18:17Z
TXN-101058,ORD-501058,SALE,settled,paypal_us,X1QES73CQCX6W88Z2,coach_addon,US,USD,4.99,1.000000,2026-06-05,4.99,2026-06-05T16:10:20Z,2026-06-05T16:29:20Z
TXN-106230,ORD-506230,SALE,settled,dlocal,DL-90000535,sub_monthly,BR,BRL,34.90,0.184711,2026-06-05,6.45,2026-06-05T16:11:22Z,2026-06-05T17:22:22Z
TXN-107825,ORD-501828,REFUND,settled,paypal_us,ZCTDTQD4PD4CXFHRC,sub_annual,US,USD,30.00,1.000000,2026-06-05,30.00,2026-06-05T16:11:59Z,2026-06-05T16:11:59Z
TXN-104421,ORD-504421,SALE,settled,adyen,8620000000000471,sub_monthly,NL,EUR,9.99,1.094662,2026-06-05,10.94,2026-06-05T16:13:46Z,2026-06-05T17:47:46Z
TXN-106854,ORD-506854,SALE,settled,dlocal,DL-90001159,sub_annual,MX,MXN,799.00,0.055004,2026-06-05,43.95,2026-06-05T16:17:13Z,2026-06-05T16:59:13Z
TXN-107279,ORD-507279,SALE,settled,google_play,,sub_quarterly,BR,BRL,89.90,0.184711,2026-06-05,16.61,2026-06-05T16:17:15Z,2026-06-05T17:10:15Z
TXN-104181,ORD-504181,SALE,settled,adyen,8620000000000231,sub_monthly,GB,GBP,8.99,1.288623,2026-06-05,11.58,2026-06-05T16:17:23Z,2026-06-05T16:36:23Z
TXN-102142,ORD-502142,SALE,settled,paypal_eu,Y83KSWDXF6VYYR8R8,sub_annual,DE,EUR,59.99,1.094662,2026-06-05,65.67,2026-06-05T16:21:23Z,2026-06-05T18:10:23Z
TXN-100517,ORD-500517,SALE,settled,paypal_us,QQ592WESBHA7W0A7C,sub_monthly,US,USD,9.99,1.000000,2026-06-05,9.99,2026-06-05T16:23:01Z,2026-06-05T16:50:01Z
TXN-107168,ORD-507168,SALE,settled,google_play,,sub_annual,US,USD,59.99,1.000000,2026-06-05,59.99,2026-06-05T16:23:50Z,2026-06-05T16:30:50Z
TXN-104478,ORD-504478,SALE,settled,adyen,8620000000000528,coach_addon,DE,EUR,4.99,1.094662,2026-06-05,5.46,2026-06-05T16:27:54Z,2026-06-05T17:30:54Z
TXN-105762,ORD-505762,SALE,settled,dlocal,DL-90000067,sub_monthly,MX,MXN,129.00,0.055004,2026-06-05,7.10,2026-06-05T16:42:31Z,2026-06-05T18:30:31Z
TXN-101808,ORD-501808,SALE,declined,paypal_us,W9P5MHFM4WB5A01YZ,sub_monthly,US,USD,9.99,1.000000,2026-06-05,9.99,2026-06-05T16:47:02Z,
TXN-103637,ORD-503637,SALE,settled,paypal_eu,FATEP4416PTR1BLRQ,sub_quarterly,DE,EUR,24.99,1.094662,2026-06-05,27.36,2026-06-05T16:49:50Z,2026-06-05T17:25:50Z
TXN-102893,ORD-502893,SALE,settled,paypal_eu,7NZMHX8ERF0A7CEL8,sub_annual,ES,EUR,59.99,1.094662,2026-06-05,65.67,2026-06-05T16:51:26Z,2026-06-05T18:05:26Z
TXN-104672,ORD-504672,SALE,settled,adyen,8620000000000722,sub_monthly,GB,GBP,8.99,1.288623,2026-06-05,11.58,2026-06-05T16:54:15Z,2026-06-05T18:28:15Z
TXN-101722,ORD-501722,SALE,declined,paypal_us,WMR2W9FLGZ31M8F3W,sub_quarterly,US,USD,24.99,1.000000,2026-06-05,24.99,2026-06-05T16:54:26Z,
TXN-107250,ORD-507250,SALE,settled,google_play,,sub_monthly,MX,MXN,129.00,0.055004,2026-06-05,7.10,2026-06-05T16:54:36Z,2026-06-05T17:10:36Z
TXN-105475,ORD-505475,SALE,declined,adyen,8620000000001525,sub_monthly,FR,EUR,9.99,1.094662,2026-06-05,10.94,2026-06-05T16:55:04Z,
TXN-103731,ORD-503731,SALE,settled,paypal_eu,A580Y6DXHHM2BV3MQ,sub_monthly,GB,GBP,8.99,1.288623,2026-06-05,11.58,2026-06-05T16:56:04Z,2026-06-05T17:05:04Z
TXN-103220,ORD-503220,SALE,settled,paypal_eu,37J0LATYTKW1AQMRS,sub_monthly,IT,EUR,9.99,1.094662,2026-06-05,10.94,2026-06-05T16:57:59Z,2026-06-05T17:25:59Z
TXN-105009,ORD-505009,SALE,settled,adyen,8620000000001059,coach_addon,GB,GBP,4.49,1.288623,2026-06-05,5.79,2026-06-05T16:59:17Z,2026-06-05T17:46:17Z
TXN-103453,ORD-503453,SALE,settled,paypal_eu,57UUXK2XJMNPKJWDV,sub_quarterly,ES,EUR,24.99,1.094662,2026-06-05,27.36,2026-06-05T17:00:54Z,2026-06-05T18:44:54Z
TXN-100100,ORD-500100,SALE,settled,paypal_us,6DFH0GFMDN7CPX9ZS,sub_annual,US,USD,59.99,1.000000,2026-06-05,59.99,2026-06-05T17:01:23Z,2026-06-05T18:26:23Z
TXN-106626,ORD-506626,SALE,settled,dlocal,DL-90000931,sub_monthly,CL,CLP,6990,0.001064,2026-06-05,7.44,2026-06-05T17:03:59Z,2026-06-05T17:47:59Z
TXN-102868,ORD-502868,SALE,settled,paypal_eu,Y84AD6BLUB4KHQGHX,sub_quarterly,IT,EUR,24.99,1.094662,2026-06-05,27.36,2026-06-05T17:06:10Z,2026-06-05T18:52:10Z
TXN-106153,ORD-506153,SALE,settled,dlocal,DL-90000458,sub_monthly,BR,BRL,34.90,0.184711,2026-06-05,6.45,2026-06-05T17:12:37Z,2026-06-05T18:16:37Z
TXN-101462,ORD-501462,SALE,settled,paypal_us,HUCQEMJHXFAKT080S,sub_monthly,US,USD,9.99,1.000000,2026-06-05,9.99,2026-06-05T17:16:28Z,2026-06-05T17:27:28Z
TXN-106292,ORD-506292,SALE,settled,dlocal,DL-90000597,sub_monthly,MX,MXN,129.00,0.055004,2026-06-05,7.10,2026-06-05T17:18:15Z,2026-06-05T19:03:15Z
TXN-107595,ORD-507595,SALE,settled,google_play,,sub_monthly,GB,GBP,8.99,1.288623,2026-06-05,11.58,2026-06-05T17:18:49Z,2026-06-05T18:16:49Z
TXN-106662,ORD-506662,SALE,settled,dlocal,DL-90000967,coach_addon,AR,ARS,2599.00,0.000840,2026-06-05,2.18,2026-06-05T17:22:00Z,2026-06-05T18:34:00Z
TXN-103068,ORD-503068,SALE,settled,paypal_eu,T3SLLZK3V5CSZLG6K,sub_monthly,DE,EUR,9.99,1.094662,2026-06-05,10.94,2026-06-05T17:22:03Z,2026-06-05T18:48:03Z
TXN-103455,ORD-503455,SALE,settled,paypal_eu,B3FY0PT8TFSUEU773,sub_monthly,FR,EUR,9.99,1.094662,2026-06-05,10.94,2026-06-05T17:25:18Z,2026-06-05T18:33:18Z
TXN-100981,ORD-500981,SALE,settled,paypal_us,2FMG79L1W4287JPX2,sub_quarterly,US,USD,24.99,1.000000,2026-06-05,24.99,2026-06-05T17:27:15Z,2026-06-05T18:31:15Z
TXN-105557,ORD-505557,SALE,settled,adyen,8620000000001607,sub_quarterly,NL,EUR,24.99,1.094662,2026-06-05,27.36,2026-06-05T17:28:01Z,2026-06-05T17:44:01Z
TXN-104877,ORD-504877,SALE,settled,adyen,8620000000000927,sub_monthly,NL,EUR,9.99,1.094662,2026-06-05,10.94,2026-06-05T17:28:14Z,2026-06-05T18:01:14Z
TXN-101279,ORD-501279,SALE,settled,paypal_us,8YE3S1RE1SJ1BQEVK,sub_monthly,US,USD,9.99,1.000000,2026-06-05,9.99,2026-06-05T17:36:50Z,2026-06-05T17:41:50Z
TXN-101301,ORD-501301,SALE,settled,paypal_us,ZSLNZ66MJSGBT06RL,sub_annual,US,USD,59.99,1.000000,2026-06-05,59.99,2026-06-05T17:36:51Z,2026-06-05T19:07:51Z
TXN-101251,ORD-501251,SALE,settled,paypal_us,Y9K7PSWNCEFAYMCTD,sub_annual,US,USD,59.99,1.000000,2026-06-05,59.99,2026-06-05T17:36:59Z,2026-06-05T18:56:59Z
TXN-106337,ORD-506337,SALE,settled,dlocal,DL-90000642,sub_monthly,BR,BRL,34.90,0.184711,2026-06-05,6.45,2026-06-05T17:39:28Z,2026-06-05T17:49:28Z
TXN-104130,ORD-504130,SALE,settled,adyen,8620000000000180,sub_monthly,DE,EUR,9.99,1.094662,2026-06-05,10.94,2026-06-05T17:41:04Z,2026-06-05T18:39:04Z
TXN-107433,ORD-507433,SALE,settled,google_play,,sub_monthly,US,USD,9.99,1.000000,2026-06-05,9.99,2026-06-05T17:43:43Z,2026-06-05T18:56:43Z
TXN-100822,ORD-500822,SALE,settled,paypal_us,7ZHH8D4Q0MTAET8KD,sub_quarterly,US,USD,24.99,1.000000,2026-06-05,24.99,2026-06-05T17:46:12Z,2026-06-05T19:06:12Z
TXN-107449,ORD-507449,SALE,settled,google_play,,sub_annual,DE,EUR,59.99,1.094662,2026-06-05,65.67,2026-06-05T17:47:43Z,2026-06-05T18:56:43Z
TXN-101406,ORD-501406,SALE,settled,paypal_us,KYXKVM868E4WFWZGF,coach_addon,US,USD,4.99,1.000000,2026-06-05,4.99,2026-06-05T17:51:07Z,2026-06-05T18:33:07Z
TXN-107537,ORD-507537,SALE,settled,google_play,,coach_addon,US,USD,4.99,1.000000,2026-06-05,4.99,2026-06-05T17:53:28Z,2026-06-05T19:11:28Z
TXN-105952,ORD-505952,SALE,settled,dlocal,DL-90000257,sub_monthly,MX,MXN,129.00,0.055004,2026-06-05,7.10,2026-06-05T17:54:40Z,2026-06-05T18:38:40Z
TXN-101966,ORD-501966,SALE,declined,paypal_us,41ZN5LRJAAGK88S3U,sub_quarterly,US,USD,24.99,1.000000,2026-06-05,24.99,2026-06-05T17:55:41Z,
TXN-101884,ORD-501884,SALE,settled,paypal_us,MDHERGBF9YG75GG39,sub_monthly,US,USD,9.99,1.000000,2026-06-05,9.99,2026-06-05T17:57:52Z,2026-06-05T18:59:52Z
TXN-107364,ORD-507364,SALE,settled,google_play,,sub_quarterly,BR,BRL,89.90,0.184711,2026-06-05,16.61,2026-06-05T17:57:57Z,2026-06-05T19:19:57Z
TXN-100760,ORD-500760,SALE,settled,paypal_us,DCX024V42EK7TXFCL,sub_monthly,US,USD,9.99,1.000000,2026-06-05,9.99,2026-06-05T17:58:19Z,2026-06-05T18:06:19Z
TXN-103351,ORD-503351,SALE,settled,paypal_eu,QJ9WKWP14SGXSN1RS,sub_monthly,DE,EUR,9.99,1.094662,2026-06-05,10.94,2026-06-05T17:59:42Z,2026-06-05T19:29:42Z
TXN-102724,ORD-502724,SALE,settled,paypal_eu,4Y06SGX287YYWN3DY,coach_addon,DE,EUR,4.99,1.094662,2026-06-05,5.46,2026-06-05T17:59:48Z,2026-06-05T18:35:48Z
TXN-104879,ORD-504879,SALE,settled,adyen,8620000000000929,sub_monthly,NL,EUR,9.99,1.094662,2026-06-05,10.94,2026-06-05T18:01:43Z,2026-06-05T19:20:43Z
TXN-107046,ORD-507046,SALE,settled,google_play,,sub_quarterly,US,USD,24.99,1.000000,2026-06-05,24.99,2026-06-05T18:17:38Z,2026-06-05T19:07:38Z
TXN-101711,ORD-501711,SALE,settled,paypal_us,PUSEEKNR0PESR9JUF,coach_addon,US,USD,4.99,1.000000,2026-06-05,4.99,2026-06-05T18:18:30Z,2026-06-05T20:05:30Z
TXN-105618,ORD-505618,SALE,settled,adyen,8620000000001668,sub_quarterly,GB,GBP,21.99,1.288623,2026-06-05,28.34,2026-06-05T18:22:27Z,2026-06-05T18:50:27Z
TXN-100936,ORD-500936,SALE,settled,paypal_us,2TSBLA4KTCDU76QKS,sub_annual,US,USD,59.99,1.000000,2026-06-05,59.99,2026-06-05T18:28:13Z,2026-06-05T19:19:13Z
TXN-102801,ORD-502801,SALE,settled,paypal_eu,BHM5GG61643ZHW9G1,sub_monthly,ES,EUR,9.99,1.094662,2026-06-05,10.94,2026-06-05T18:31:49Z,2026-06-05T18:36:49Z
TXN-100015,ORD-500015,SALE,settled,paypal_us,Z652WGN6NJB9WQYY3,coach_addon,US,USD,4.99,1.000000,2026-06-05,4.99,2026-06-05T18:36:45Z,2026-06-05T18:55:45Z
TXN-100224,ORD-500224,SALE,settled,paypal_us,865Q2JPK925N5NLP5,sub_monthly,US,USD,9.99,1.000000,2026-06-05,9.99,2026-06-05T18:37:40Z,2026-06-05T19:34:40Z
TXN-102918,ORD-502918,SALE,settled,paypal_eu,PK0NA789PSJDF9BDR,sub_monthly,DE,EUR,9.99,1.094662,2026-06-05,10.94,2026-06-05T18:39:02Z,2026-06-05T19:50:02Z
TXN-104014,ORD-504014,SALE,settled,adyen,8620000000000064,coach_addon,NL,EUR,4.99,1.094662,2026-06-05,5.46,2026-06-05T18:45:59Z,2026-06-05T18:57:59Z
TXN-107172,ORD-507172,SALE,settled,google_play,,sub_monthly,DE,EUR,9.99,1.094662,2026-06-05,10.94,2026-06-05T18:48:07Z,2026-06-05T19:11:07Z
TXN-106213,ORD-506213,SALE,settled,dlocal,DL-90000518,sub_quarterly,BR,BRL,89.90,0.184711,2026-06-05,16.61,2026-06-05T18:54:23Z,2026-06-05T19:59:23Z
TXN-104142,ORD-504142,SALE,settled,adyen,8620000000000192,sub_annual,GB,GBP,54.99,1.288623,2026-06-05,70.86,2026-06-06T07:01:53Z,2026-06-06T07:12:53Z
TXN-105413,ORD-505413,SALE,settled,adyen,8620000000001463,sub_annual,GB,GBP,54.99,1.288623,2026-06-05,70.86,2026-06-06T07:07:51Z,2026-06-06T07:27:51Z
TXN-100445,ORD-500445,SALE,settled,paypal_us,9WHJLUVDXVVC410NF,sub_monthly,US,USD,9.99,1.000000,2026-06-06,9.99,2026-06-06T07:08:38Z,2026-06-06T08:04:38Z
TXN-107365,ORD-507365,SALE,settled,google_play,,coach_addon,MX,MXN,59.00,0.055004,2026-06-05,3.25,2026-06-06T07:09:46Z,2026-06-06T07:55:46Z
TXN-105887,ORD-505887,SALE,settled,dlocal,DL-90000192,sub_monthly,BR,BRL,34.90,0.184711,2026-06-05,6.45,2026-06-06T07:12:57Z,2026-06-06T08:54:57Z
TXN-101013,ORD-501013,SALE,settled,paypal_us,DXV407TZRYZPGD87H,sub_monthly,US,USD,9.99,1.000000,2026-06-06,9.99,2026-06-06T07:14:22Z,2026-06-06T08:30:22Z
TXN-107432,ORD-507432,SALE,settled,google_play,,sub_monthly,MX,MXN,129.00,0.055004,2026-06-05,7.10,2026-06-06T07:14:27Z,2026-06-06T07:26:27Z
TXN-106130,ORD-506130,SALE,settled,dlocal,DL-90000435,sub_annual,MX,MXN,799.00,0.055004,2026-06-05,43.95,2026-06-06T07:17:28Z,2026-06-06T07:30:28Z
TXN-101437,ORD-501437,SALE,settled,paypal_us,EFKRL1EWFNY22UT8R,sub_monthly,US,USD,9.99,1.000000,2026-06-06,9.99,2026-06-06T07:19:40Z,2026-06-06T08:26:40Z
TXN-102152,ORD-502152,SALE,settled,paypal_eu,TB3NL12L3FYBWB4WG,sub_monthly,GB,GBP,8.99,1.288623,2026-06-05,11.58,2026-06-06T07:23:11Z,2026-06-06T07:45:11Z
TXN-102700,ORD-502700,SALE,settled,paypal_eu,6G9AD0X229C2GZUFL,sub_annual,IT,EUR,59.99,1.094662,2026-06-05,65.67,2026-06-06T07:26:30Z,2026-06-06T08:21:30Z
TXN-102465,ORD-502465,SALE,settled,paypal_eu,JB85PH7EBFJLS046V,coach_addon,DE,EUR,4.99,1.094662,2026-06-05,5.46,2026-06-06T07:30:01Z,2026-06-06T08:20:01Z
TXN-105088,ORD-505088,SALE,settled,adyen,8620000000001138,sub_monthly,DE,EUR,9.99,1.094662,2026-06-05,10.94,2026-06-06T07:30:25Z,2026-06-06T08:11:25Z
TXN-100945,ORD-500945,SALE,settled,paypal_us,SX4LQ3H5EVC78YS0T,sub_monthly,US,USD,9.99,1.000000,2026-06-06,9.99,2026-06-06T07:32:03Z,2026-06-06T08:43:03Z
TXN-102584,ORD-502584,SALE,settled,paypal_eu,BSFYA723M1QV5UAK3,sub_quarterly,GB,GBP,21.99,1.288623,2026-06-05,28.34,2026-06-06T07:38:29Z,2026-06-06T09:00:29Z
TXN-107702,ORD-507702,SALE,settled,google_play,,sub_quarterly,US,USD,24.99,1.000000,2026-06-06,24.99,2026-06-06T07:41:29Z,2026-06-06T07:48:29Z
TXN-101120,ORD-501120,SALE,settled,paypal_us,SMPSBRV48242ZLEV3,sub_quarterly,US,USD,24.99,1.000000,2026-06-06,24.99,2026-06-06T07:43:25Z,2026-06-06T08:00:25Z
TXN-105744,ORD-505744,SALE,settled,dlocal,DL-90000049,sub_monthly,MX,MXN,129.00,0.055004,2026-06-05,7.10,2026-06-06T07:47:35Z,2026-06-06T08:17:35Z
TXN-103788,ORD-503788,SALE,settled,paypal_eu,SEE8UHU1Y0A8EV0XH,sub_monthly,DE,EUR,9.99,1.094662,2026-06-05,10.94,2026-06-06T07:48:26Z,2026-06-06T09:31:26Z
TXN-102435,ORD-502435,SALE,settled,paypal_eu,57ZYNCTA7J2MWMY2F,sub_quarterly,ES,EUR,24.99,1.094662,2026-06-05,27.36,2026-06-06T07:49:04Z,2026-06-06T08:00:04Z
TXN-100711,ORD-500711,SALE,settled,paypal_us,H7FJ5SQZQ865MYG07,coach_addon,US,USD,4.99,1.000000,2026-06-06,4.99,2026-06-06T07:50:27Z,2026-06-06T08:21:27Z
TXN-103526,ORD-503526,SALE,settled,paypal_eu,WDUUMT8CRF3JPU0VJ,sub_monthly,DE,EUR,9.99,1.094662,2026-06-05,10.94,2026-06-06T07:51:20Z,2026-06-06T08:51:20Z
TXN-101455,ORD-501455,SALE,settled,paypal_us,SCGBG1P6DFKHJMXRZ,sub_monthly,US,USD,9.99,1.000000,2026-06-06,9.99,2026-06-06T07:54:09Z,2026-06-06T08:27:09Z
TXN-106250,ORD-506250,SALE,settled,dlocal,DL-90000555,sub_monthly,BR,BRL,34.90,0.184711,2026-06-05,6.45,2026-06-06T07:56:34Z,2026-06-06T08:03:34Z
TXN-107373,ORD-507373,SALE,settled,google_play,,coach_addon,US,USD,4.99,1.000000,2026-06-06,4.99,2026-06-06T07:59:53Z,2026-06-06T09:06:53Z
TXN-101012,ORD-501012,SALE,settled,paypal_us,7H4WFZE9AK1S472US,sub_monthly,US,USD,9.99,1.000000,2026-06-06,9.99,2026-06-06T08:00:11Z,2026-06-06T09:23:11Z
TXN-102042,ORD-502042,SALE,settled,paypal_us,ZJD8BSZ4D034SC2E2,sub_quarterly,US,USD,24.99,1.000000,2026-06-06,24.99,2026-06-06T08:02:45Z,2026-06-06T08:27:45Z
TXN-104375,ORD-504375,SALE,settled,adyen,8620000000000425,sub_annual,DE,EUR,59.99,1.094662,2026-06-05,65.67,2026-06-06T08:04:39Z,2026-06-06T09:01:39Z
TXN-107311,ORD-507311,SALE,settled,google_play,,sub_monthly,US,USD,9.99,1.000000,2026-06-06,9.99,2026-06-06T08:13:47Z,2026-06-06T09:03:47Z
TXN-101752,ORD-501752,SALE,settled,paypal_us,14DCGR3T50NDPJYS3,sub_annual,US,USD,59.99,1.000000,2026-06-06,59.99,2026-06-06T08:22:02Z,2026-06-06T09:15:02Z
TXN-103723,ORD-503723,SALE,settled,paypal_eu,9QYPZ70PEXJ80J10U,sub_monthly,FR,EUR,9.99,1.094662,2026-06-05,10.94,2026-06-06T08:24:39Z,2026-06-06T09:28:39Z
TXN-106346,ORD-506346,SALE,settled,dlocal,DL-90000651,sub_monthly,BR,BRL,34.90,0.184711,2026-06-05,6.45,2026-06-06T08:24:48Z,2026-06-06T10:12:48Z
TXN-103806,ORD-503806,SALE,settled,paypal_eu,UZT9N5DC7YQJEP385,sub_annual,ES,EUR,59.99,1.094662,2026-06-05,65.67,2026-06-06T08:25:48Z,2026-06-06T09:58:48Z
TXN-103952,ORD-503952,SALE,settled,adyen,8620000000000002,sub_quarterly,NL,EUR,24.99,1.094662,2026-06-05,27.36,2026-06-06T08:33:30Z,2026-06-06T09:31:30Z
TXN-104622,ORD-504622,SALE,settled,adyen,8620000000000672,sub_quarterly,DE,EUR,24.99,1.094662,2026-06-05,27.36,2026-06-06T08:33:35Z,2026-06-06T09:13:35Z
