Earnings report for Lumo Wellness (merchant account: LumoPlayMain). All dates and times are in America/Los_Angeles.
Transaction Date,Transaction Time,Transaction Type,Product ID,Buyer Country,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
"Jun 6, 2026",02:55:48,Charge,sub_quarterly,DE,EUR,24.99,1.094662,USD,27.36
"Jun 6, 2026",02:55:48,Google fee,sub_quarterly,DE,EUR,-3.75,1.094662,USD,-4.10
"Jun 6, 2026",04:01:05,Charge,sub_monthly,BR,BRL,34.90,0.184711,USD,6.45
"Jun 6, 2026",04:01:05,Google fee,sub_monthly,BR,BRL,-5.24,0.184711,USD,-0.97
"Jun 6, 2026",04:39:53,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 6, 2026",04:39:53,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 6, 2026",04:41:34,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 6, 2026",04:41:34,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 6, 2026",05:10:24,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 6, 2026",05:10:24,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 6, 2026",05:29:06,Charge,sub_quarterly,GB,GBP,21.99,1.288623,USD,28.34
"Jun 6, 2026",05:29:06,Google fee,sub_quarterly,GB,GBP,-3.30,1.288623,USD,-4.25
"Jun 6, 2026",06:07:47,Charge,sub_annual,BR,BRL,199.90,0.184711,USD,36.92
"Jun 6, 2026",06:07:47,Google fee,sub_annual,BR,BRL,-29.99,0.184711,USD,-5.54
"Jun 6, 2026",06:07:53,Charge,sub_monthly,DE,EUR,9.99,1.094662,USD,10.94
"Jun 6, 2026",06:07:53,Google fee,sub_monthly,DE,EUR,-1.50,1.094662,USD,-1.64
"Jun 6, 2026",06:09:59,Charge,sub_monthly,DE,EUR,9.99,1.094662,USD,10.94
"Jun 6, 2026",06:09:59,Google fee,sub_monthly,DE,EUR,-1.50,1.094662,USD,-1.64
"Jun 6, 2026",06:36:49,Charge,sub_annual,DE,EUR,59.99,1.094662,USD,65.67
"Jun 6, 2026",06:36:49,Google fee,sub_annual,DE,EUR,-9.00,1.094662,USD,-9.85
"Jun 6, 2026",07:06:52,Charge,sub_monthly,GB,GBP,8.99,1.288623,USD,11.58
"Jun 6, 2026",07:06:52,Google fee,sub_monthly,GB,GBP,-1.35,1.288623,USD,-1.74
"Jun 6, 2026",07:21:12,Charge,sub_monthly,GB,GBP,8.99,1.288623,USD,11.58
"Jun 6, 2026",07:21:12,Google fee,sub_monthly,GB,GBP,-1.35,1.288623,USD,-1.74
"Jun 6, 2026",07:32:11,Charge,coach_addon,US,USD,4.99,1,USD,4.99
"Jun 6, 2026",07:32:11,Google fee,coach_addon,US,USD,-0.75,1,USD,-0.75
"Jun 6, 2026",08:20:51,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 6, 2026",08:20:51,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 6, 2026",09:10:49,Charge,sub_monthly,MX,MXN,129.00,0.055004,USD,7.10
"Jun 6, 2026",09:10:49,Google fee,sub_monthly,MX,MXN,-19.35,0.055004,USD,-1.07
"Jun 6, 2026",09:22:10,Charge,sub_annual,US,USD,59.99,1,USD,59.99
"Jun 6, 2026",09:22:10,Google fee,sub_annual,US,USD,-9.00,1,USD,-9.00
"Jun 6, 2026",09:49:33,Charge,sub_monthly,DE,EUR,9.99,1.094662,USD,10.94
"Jun 6, 2026",09:49:33,Google fee,sub_monthly,DE,EUR,-1.50,1.094662,USD,-1.64
"Jun 6, 2026",10:14:56,Charge,sub_monthly,GB,GBP,8.99,1.288623,USD,11.58
"Jun 6, 2026",10:14:56,Google fee,sub_monthly,GB,GBP,-1.35,1.288623,USD,-1.74
"Jun 6, 2026",10:42:50,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 6, 2026",10:42:50,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 6, 2026",10:48:12,Charge,sub_monthly,GB,GBP,8.99,1.288623,USD,11.58
"Jun 6, 2026",10:48:12,Google fee,sub_monthly,GB,GBP,-1.35,1.288623,USD,-1.74
"Jun 6, 2026",11:06:11,Charge,sub_annual,DE,EUR,59.99,1.094662,USD,65.67
"Jun 6, 2026",11:06:11,Google fee,sub_annual,DE,EUR,-9.00,1.094662,USD,-9.85
"Jun 6, 2026",11:22:05,Charge,sub_monthly,GB,GBP,8.99,1.288623,USD,11.58
"Jun 6, 2026",11:22:05,Google fee,sub_monthly,GB,GBP,-1.35,1.288623,USD,-1.74
"Jun 6, 2026",11:53:29,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 6, 2026",11:53:29,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 6, 2026",12:02:30,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 6, 2026",12:02:30,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 6, 2026",12:08:30,Charge,sub_quarterly,GB,GBP,21.99,1.288623,USD,28.34
"Jun 6, 2026",12:08:30,Google fee,sub_quarterly,GB,GBP,-3.30,1.288623,USD,-4.25
"Jun 6, 2026",12:12:46,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 6, 2026",12:12:46,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 7, 2026",00:58:26,Charge,sub_monthly,BR,BRL,34.90,0.184711,USD,6.45
"Jun 7, 2026",00:58:26,Google fee,sub_monthly,BR,BRL,-5.24,0.184711,USD,-0.97
"Jun 7, 2026",02:29:16,Charge,sub_monthly,MX,MXN,129.00,0.055004,USD,7.10
"Jun 7, 2026",02:29:16,Google fee,sub_monthly,MX,MXN,-19.35,0.055004,USD,-1.07
"Jun 7, 2026",02:32:19,Charge,sub_quarterly,GB,GBP,21.99,1.288623,USD,28.34
"Jun 7, 2026",02:32:19,Google fee,sub_quarterly,GB,GBP,-3.30,1.288623,USD,-4.25
"Jun 7, 2026",03:08:02,Charge,sub_monthly,DE,EUR,9.99,1.094662,USD,10.94
"Jun 7, 2026",03:08:02,Google fee,sub_monthly,DE,EUR,-1.50,1.094662,USD,-1.64
"Jun 7, 2026",03:08:58,Charge,sub_monthly,GB,GBP,8.99,1.288623,USD,11.58
"Jun 7, 2026",03:08:58,Google fee,sub_monthly,GB,GBP,-1.35,1.288623,USD,-1.74
"Jun 7, 2026",03:41:45,Charge,sub_monthly,DE,EUR,9.99,1.094662,USD,10.94
"Jun 7, 2026",03:41:45,Google fee,sub_monthly,DE,EUR,-1.50,1.094662,USD,-1.64
"Jun 7, 2026",04:25:50,Charge,sub_monthly,GB,GBP,8.99,1.288623,USD,11.58
"Jun 7, 2026",04:25:50,Google fee,sub_monthly,GB,GBP,-1.35,1.288623,USD,-1.74
"Jun 7, 2026",04:29:04,Charge,sub_annual,DE,EUR,59.99,1.094662,USD,65.67
"Jun 7, 2026",04:29:04,Google fee,sub_annual,DE,EUR,-9.00,1.094662,USD,-9.85
"Jun 7, 2026",04:57:16,Charge,sub_monthly,DE,EUR,9.99,1.094662,USD,10.94
"Jun 7, 2026",04:57:16,Google fee,sub_monthly,DE,EUR,-1.50,1.094662,USD,-1.64
"Jun 7, 2026",05:50:07,Charge,sub_monthly,DE,EUR,9.99,1.094662,USD,10.94
"Jun 7, 2026",05:50:07,Google fee,sub_monthly,DE,EUR,-1.50,1.094662,USD,-1.64
"Jun 7, 2026",05:58:12,Charge,sub_monthly,MX,MXN,129.00,0.055004,USD,7.10
"Jun 7, 2026",05:58:12,Google fee,sub_monthly,MX,MXN,-19.35,0.055004,USD,-1.07
"Jun 7, 2026",06:31:58,Charge,coach_addon,DE,EUR,4.99,1.094662,USD,5.46
"Jun 7, 2026",06:31:58,Google fee,coach_addon,DE,EUR,-0.75,1.094662,USD,-0.82
"Jun 7, 2026",06:37:40,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 7, 2026",06:37:40,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 7, 2026",06:52:37,Charge,coach_addon,DE,EUR,4.99,1.094662,USD,5.46
"Jun 7, 2026",06:52:37,Google fee,coach_addon,DE,EUR,-0.75,1.094662,USD,-0.82
"Jun 7, 2026",07:17:15,Charge,sub_monthly,GB,GBP,8.99,1.288623,USD,11.58
"Jun 7, 2026",07:17:15,Google fee,sub_monthly,GB,GBP,-1.35,1.288623,USD,-1.74
"Jun 7, 2026",07:33:44,Charge,coach_addon,BR,BRL,16.90,0.184711,USD,3.12
"Jun 7, 2026",07:33:44,Google fee,coach_addon,BR,BRL,-2.54,0.184711,USD,-0.47
"Jun 7, 2026",07:37:56,Charge,sub_monthly,DE,EUR,9.99,1.094662,USD,10.94
"Jun 7, 2026",07:37:56,Google fee,sub_monthly,DE,EUR,-1.50,1.094662,USD,-1.64
"Jun 7, 2026",07:49:53,Charge,sub_monthly,MX,MXN,129.00,0.055004,USD,7.10
"Jun 7, 2026",07:49:53,Google fee,sub_monthly,MX,MXN,-19.35,0.055004,USD,-1.07
"Jun 7, 2026",08:00:48,Charge,sub_monthly,DE,EUR,9.99,1.094662,USD,10.94
"Jun 7, 2026",08:00:48,Google fee,sub_monthly,DE,EUR,-1.50,1.094662,USD,-1.64
"Jun 7, 2026",09:33:45,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 7, 2026",09:33:45,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 7, 2026",09:53:42,Charge,sub_monthly,BR,BRL,34.90,0.184711,USD,6.45
"Jun 7, 2026",09:53:42,Google fee,sub_monthly,BR,BRL,-5.24,0.184711,USD,-0.97
"Jun 7, 2026",12:39:17,Charge,sub_monthly,BR,BRL,34.90,0.184711,USD,6.45
"Jun 7, 2026",12:39:17,Google fee,sub_monthly,BR,BRL,-5.24,0.184711,USD,-0.97
"Jun 7, 2026",12:55:59,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 7, 2026",12:55:59,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 7, 2026",13:06:18,Charge,sub_monthly,GB,GBP,8.99,1.288623,USD,11.58
"Jun 7, 2026",13:06:18,Google fee,sub_monthly,GB,GBP,-1.35,1.288623,USD,-1.74
"Jun 7, 2026",13:19:21,Charge,sub_quarterly,MX,MXN,329.00,0.055004,USD,18.10
"Jun 7, 2026",13:19:21,Google fee,sub_quarterly,MX,MXN,-49.35,0.055004,USD,-2.72
"Jun 8, 2026",00:59:26,Charge,sub_monthly,MX,MXN,129.00,0.055104,USD,7.11
"Jun 8, 2026",00:59:26,Google fee,sub_monthly,MX,MXN,-19.35,0.055104,USD,-1.07
"Jun 8, 2026",02:44:57,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 8, 2026",02:44:57,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 8, 2026",02:46:16,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 8, 2026",02:46:16,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 8, 2026",03:11:06,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 8, 2026",03:11:06,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 8, 2026",03:22:37,Charge,sub_quarterly,DE,EUR,24.99,1.090998,USD,27.26
"Jun 8, 2026",03:22:37,Google fee,sub_quarterly,DE,EUR,-3.75,1.090998,USD,-4.09
"Jun 8, 2026",03:35:19,Charge,sub_monthly,GB,GBP,8.99,1.290614,USD,11.60
"Jun 8, 2026",03:35:19,Google fee,sub_monthly,GB,GBP,-1.35,1.290614,USD,-1.74
"Jun 8, 2026",03:52:47,Charge,sub_quarterly,BR,BRL,89.90,0.184391,USD,16.58
"Jun 8, 2026",03:52:47,Google fee,sub_quarterly,BR,BRL,-13.49,0.184391,USD,-2.49
"Jun 8, 2026",03:54:16,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 8, 2026",03:54:16,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 8, 2026",04:23:45,Charge,sub_quarterly,DE,EUR,24.99,1.090998,USD,27.26
"Jun 8, 2026",04:23:45,Google fee,sub_quarterly,DE,EUR,-3.75,1.090998,USD,-4.09
"Jun 8, 2026",05:45:59,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 8, 2026",05:45:59,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 8, 2026",06:56:21,Charge,coach_addon,US,USD,4.99,1,USD,4.99
"Jun 8, 2026",06:56:21,Google fee,coach_addon,US,USD,-0.75,1,USD,-0.75
"Jun 8, 2026",07:51:27,Charge refund,sub_monthly,BR,BRL,-34.90,0.184391,USD,-6.44
"Jun 8, 2026",07:57:21,Charge,sub_annual,DE,EUR,59.99,1.090998,USD,65.45
"Jun 8, 2026",07:57:21,Google fee,sub_annual,DE,EUR,-9.00,1.090998,USD,-9.82
"Jun 8, 2026",08:37:36,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 8, 2026",08:37:36,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 8, 2026",09:27:01,Charge,sub_annual,DE,EUR,59.99,1.090998,USD,65.45
"Jun 8, 2026",09:27:01,Google fee,sub_annual,DE,EUR,-9.00,1.090998,USD,-9.82
"Jun 8, 2026",09:58:16,Charge,sub_monthly,DE,EUR,9.99,1.090998,USD,10.90
"Jun 8, 2026",09:58:16,Google fee,sub_monthly,DE,EUR,-1.50,1.090998,USD,-1.64
"Jun 8, 2026",10:19:20,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 8, 2026",10:19:20,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 8, 2026",10:48:52,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 8, 2026",10:48:52,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 8, 2026",11:16:40,Charge,sub_quarterly,DE,EUR,24.99,1.090998,USD,27.26
"Jun 8, 2026",11:16:40,Google fee,sub_quarterly,DE,EUR,-3.75,1.090998,USD,-4.09
"Jun 8, 2026",11:26:01,Charge,sub_monthly,DE,EUR,9.99,1.090998,USD,10.90
"Jun 8, 2026",11:26:01,Google fee,sub_monthly,DE,EUR,-1.50,1.090998,USD,-1.64
"Jun 8, 2026",11:54:20,Charge,sub_quarterly,BR,BRL,89.90,0.184391,USD,16.58
"Jun 8, 2026",11:54:20,Google fee,sub_quarterly,BR,BRL,-13.49,0.184391,USD,-2.49
"Jun 8, 2026",12:13:42,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 8, 2026",12:13:42,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 9, 2026",00:20:24,Charge,sub_monthly,DE,EUR,9.99,1.094153,USD,10.93
"Jun 9, 2026",00:20:24,Google fee,sub_monthly,DE,EUR,-1.50,1.094153,USD,-1.64
"Jun 9, 2026",01:50:27,Charge,coach_addon,US,USD,4.99,1,USD,4.99
"Jun 9, 2026",01:50:27,Google fee,coach_addon,US,USD,-0.75,1,USD,-0.75
"Jun 9, 2026",02:00:56,Charge,coach_addon,MX,MXN,59.00,0.055288,USD,3.26
"Jun 9, 2026",02:00:56,Google fee,coach_addon,MX,MXN,-8.85,0.055288,USD,-0.49
"Jun 9, 2026",02:49:42,Charge,sub_monthly,BR,BRL,34.90,0.184648,USD,6.44
"Jun 9, 2026",02:49:42,Google fee,sub_monthly,BR,BRL,-5.24,0.184648,USD,-0.97
"Jun 9, 2026",03:00:11,Charge,coach_addon,DE,EUR,4.99,1.094153,USD,5.46
"Jun 9, 2026",03:00:11,Google fee,coach_addon,DE,EUR,-0.75,1.094153,USD,-0.82
"Jun 9, 2026",03:09:07,Charge,sub_quarterly,DE,EUR,24.99,1.094153,USD,27.34
"Jun 9, 2026",03:09:07,Google fee,sub_quarterly,DE,EUR,-3.75,1.094153,USD,-4.10
"Jun 9, 2026",03:42:40,Charge,sub_monthly,DE,EUR,9.99,1.094153,USD,10.93
"Jun 9, 2026",03:42:40,Google fee,sub_monthly,DE,EUR,-1.50,1.094153,USD,-1.64
"Jun 9, 2026",04:25:32,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 9, 2026",04:25:32,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 9, 2026",05:07:34,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 9, 2026",05:07:34,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 9, 2026",05:23:28,Charge,sub_annual,US,USD,59.99,1,USD,59.99
"Jun 9, 2026",05:23:28,Google fee,sub_annual,US,USD,-9.00,1,USD,-9.00
"Jun 9, 2026",05:38:25,Charge,sub_monthly,MX,MXN,129.00,0.055288,USD,7.13
"Jun 9, 2026",05:38:25,Google fee,sub_monthly,MX,MXN,-19.35,0.055288,USD,-1.07
"Jun 9, 2026",06:00:53,Charge,sub_quarterly,BR,BRL,89.90,0.184648,USD,16.60
"Jun 9, 2026",06:00:53,Google fee,sub_quarterly,BR,BRL,-13.49,0.184648,USD,-2.49
"Jun 9, 2026",06:20:40,Charge refund,sub_monthly,US,USD,-9.99,1,USD,-9.99
"Jun 9, 2026",06:50:12,Charge,sub_monthly,BR,BRL,34.90,0.184648,USD,6.44
"Jun 9, 2026",06:50:12,Google fee,sub_monthly,BR,BRL,-5.24,0.184648,USD,-0.97
"Jun 9, 2026",07:00:31,Charge,sub_monthly,BR,BRL,34.90,0.184648,USD,6.44
"Jun 9, 2026",07:00:31,Google fee,sub_monthly,BR,BRL,-5.24,0.184648,USD,-0.97
"Jun 9, 2026",07:02:40,Charge,coach_addon,BR,BRL,16.90,0.184648,USD,3.12
"Jun 9, 2026",07:02:40,Google fee,coach_addon,BR,BRL,-2.54,0.184648,USD,-0.47
"Jun 9, 2026",07:22:52,Charge,coach_addon,GB,GBP,4.49,1.292604,USD,5.80
"Jun 9, 2026",07:22:52,Google fee,coach_addon,GB,GBP,-0.67,1.292604,USD,-0.87
"Jun 9, 2026",08:03:40,Charge,coach_addon,US,USD,4.99,1,USD,4.99
"Jun 9, 2026",08:03:40,Google fee,coach_addon,US,USD,-0.75,1,USD,-0.75
"Jun 9, 2026",08:08:53,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 9, 2026",08:08:53,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 9, 2026",08:16:03,Charge,sub_monthly,DE,EUR,9.99,1.094153,USD,10.93
"Jun 9, 2026",08:16:03,Google fee,sub_monthly,DE,EUR,-1.50,1.094153,USD,-1.64
"Jun 9, 2026",08:17:24,Charge,sub_monthly,MX,MXN,129.00,0.055288,USD,7.13
"Jun 9, 2026",08:17:24,Google fee,sub_monthly,MX,MXN,-19.35,0.055288,USD,-1.07
"Jun 9, 2026",08:20:46,Charge,sub_monthly,BR,BRL,34.90,0.184648,USD,6.44
"Jun 9, 2026",08:20:46,Google fee,sub_monthly,BR,BRL,-5.24,0.184648,USD,-0.97
"Jun 9, 2026",08:27:29,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 9, 2026",08:27:29,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 9, 2026",08:34:35,Charge,coach_addon,BR,BRL,16.90,0.184648,USD,3.12
"Jun 9, 2026",08:34:35,Google fee,coach_addon,BR,BRL,-2.54,0.184648,USD,-0.47
"Jun 9, 2026",09:04:17,Charge,sub_monthly,MX,MXN,129.00,0.055288,USD,7.13
"Jun 9, 2026",09:04:17,Google fee,sub_monthly,MX,MXN,-19.35,0.055288,USD,-1.07
"Jun 9, 2026",09:12:40,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 9, 2026",09:12:40,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 9, 2026",10:53:22,Charge,sub_monthly,GB,GBP,8.99,1.292604,USD,11.62
"Jun 9, 2026",10:53:22,Google fee,sub_monthly,GB,GBP,-1.35,1.292604,USD,-1.74
"Jun 9, 2026",10:55:54,Charge,sub_monthly,BR,BRL,34.90,0.184648,USD,6.44
"Jun 9, 2026",10:55:54,Google fee,sub_monthly,BR,BRL,-5.24,0.184648,USD,-0.97
"Jun 9, 2026",11:38:49,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 9, 2026",11:38:49,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 9, 2026",11:48:58,Charge,sub_quarterly,MX,MXN,329.00,0.055288,USD,18.19
"Jun 9, 2026",11:48:58,Google fee,sub_quarterly,MX,MXN,-49.35,0.055288,USD,-2.73
"Jun 9, 2026",11:50:51,Charge,sub_monthly,GB,GBP,8.99,1.292604,USD,11.62
"Jun 9, 2026",11:50:51,Google fee,sub_monthly,GB,GBP,-1.35,1.292604,USD,-1.74
"Jun 9, 2026",11:55:50,Charge,sub_annual,US,USD,59.99,1,USD,59.99
"Jun 9, 2026",11:55:50,Google fee,sub_annual,US,USD,-9.00,1,USD,-9.00
"Jun 9, 2026",12:01:53,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 9, 2026",12:01:53,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 9, 2026",12:03:45,Charge,sub_monthly,GB,GBP,8.99,1.292604,USD,11.62
"Jun 9, 2026",12:03:45,Google fee,sub_monthly,GB,GBP,-1.35,1.292604,USD,-1.74
"Jun 9, 2026",12:44:00,Charge,sub_annual,US,USD,59.99,1,USD,59.99
"Jun 9, 2026",12:44:00,Google fee,sub_annual,US,USD,-9.00,1,USD,-9.00
"Jun 9, 2026",12:48:27,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 9, 2026",12:48:27,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 10, 2026",00:16:37,Charge,sub_quarterly,DE,EUR,24.99,1.090715,USD,27.26
"Jun 10, 2026",00:16:37,Google fee,sub_quarterly,DE,EUR,-3.75,1.090715,USD,-4.09
"Jun 10, 2026",02:20:09,Charge,sub_annual,MX,MXN,799.00,0.055489,USD,44.34
"Jun 10, 2026",02:20:09,Google fee,sub_annual,MX,MXN,-119.85,0.055489,USD,-6.65
"Jun 10, 2026",02:57:08,Charge,sub_monthly,BR,BRL,34.90,0.190542,USD,6.65
"Jun 10, 2026",02:57:08,Google fee,sub_monthly,BR,BRL,-5.24,0.190542,USD,-1.00
"Jun 10, 2026",03:03:48,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 10, 2026",03:03:48,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 10, 2026",03:17:44,Charge,sub_quarterly,GB,GBP,21.99,1.288904,USD,28.34
"Jun 10, 2026",03:17:44,Google fee,sub_quarterly,GB,GBP,-3.30,1.288904,USD,-4.25
"Jun 10, 2026",03:34:16,Charge,sub_annual,BR,BRL,199.90,0.190542,USD,38.09
"Jun 10, 2026",03:34:16,Google fee,sub_annual,BR,BRL,-29.99,0.190542,USD,-5.71
"Jun 10, 2026",04:16:44,Charge,sub_quarterly,GB,GBP,21.99,1.288904,USD,28.34
"Jun 10, 2026",04:16:44,Google fee,sub_quarterly,GB,GBP,-3.30,1.288904,USD,-4.25
"Jun 10, 2026",04:33:59,Charge,sub_monthly,MX,MXN,129.00,0.055489,USD,7.16
"Jun 10, 2026",04:33:59,Google fee,sub_monthly,MX,MXN,-19.35,0.055489,USD,-1.07
"Jun 10, 2026",04:44:45,Charge,sub_quarterly,BR,BRL,89.90,0.190542,USD,17.13
"Jun 10, 2026",04:44:45,Google fee,sub_quarterly,BR,BRL,-13.49,0.190542,USD,-2.57
"Jun 10, 2026",05:20:15,Charge,sub_monthly,BR,BRL,34.90,0.190542,USD,6.65
"Jun 10, 2026",05:20:15,Google fee,sub_monthly,BR,BRL,-5.24,0.190542,USD,-1.00
"Jun 10, 2026",05:55:05,Charge,sub_quarterly,DE,EUR,24.99,1.090715,USD,27.26
"Jun 10, 2026",05:55:05,Google fee,sub_quarterly,DE,EUR,-3.75,1.090715,USD,-4.09
"Jun 10, 2026",05:55:25,Charge refund,coach_addon,US,USD,-4.99,1,USD,-4.99
"Jun 10, 2026",06:10:48,Charge,sub_quarterly,GB,GBP,21.99,1.288904,USD,28.34
"Jun 10, 2026",06:10:48,Google fee,sub_quarterly,GB,GBP,-3.30,1.288904,USD,-4.25
"Jun 10, 2026",06:29:22,Charge,sub_monthly,BR,BRL,34.90,0.190542,USD,6.65
"Jun 10, 2026",06:29:22,Google fee,sub_monthly,BR,BRL,-5.24,0.190542,USD,-1.00
"Jun 10, 2026",06:45:38,Charge,sub_monthly,DE,EUR,9.99,1.090715,USD,10.90
"Jun 10, 2026",06:45:38,Google fee,sub_monthly,DE,EUR,-1.50,1.090715,USD,-1.64
"Jun 10, 2026",07:00:39,Charge,sub_annual,GB,GBP,54.99,1.288904,USD,70.88
"Jun 10, 2026",07:00:39,Google fee,sub_annual,GB,GBP,-8.25,1.288904,USD,-10.63
"Jun 10, 2026",07:36:30,Charge,sub_monthly,DE,EUR,9.99,1.090715,USD,10.90
"Jun 10, 2026",07:36:30,Google fee,sub_monthly,DE,EUR,-1.50,1.090715,USD,-1.64
"Jun 10, 2026",08:15:23,Charge,sub_quarterly,MX,MXN,329.00,0.055489,USD,18.26
"Jun 10, 2026",08:15:23,Google fee,sub_quarterly,MX,MXN,-49.35,0.055489,USD,-2.74
"Jun 10, 2026",08:35:41,Charge,sub_annual,DE,EUR,59.99,1.090715,USD,65.43
"Jun 10, 2026",08:35:41,Google fee,sub_annual,DE,EUR,-9.00,1.090715,USD,-9.81
"Jun 10, 2026",08:40:15,Charge,sub_quarterly,BR,BRL,89.90,0.190542,USD,17.13
"Jun 10, 2026",08:40:15,Google fee,sub_quarterly,BR,BRL,-13.49,0.190542,USD,-2.57
"Jun 10, 2026",08:52:12,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 10, 2026",08:52:12,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 10, 2026",10:20:05,Charge,sub_monthly,US,USD,9.99,1,USD,9.99
"Jun 10, 2026",10:20:05,Google fee,sub_monthly,US,USD,-1.50,1,USD,-1.50
"Jun 10, 2026",10:23:43,Charge,sub_monthly,BR,BRL,34.90,0.190542,USD,6.65
"Jun 10, 2026",10:23:43,Google fee,sub_monthly,BR,BRL,-5.24,0.190542,USD,-1.00
"Jun 10, 2026",11:25:01,Charge,sub_quarterly,US,USD,24.99,1,USD,24.99
"Jun 10, 2026",11:25:01,Google fee,sub_quarterly,US,USD,-3.75,1,USD,-3.75
"Jun 10, 2026",11:53:10,Charge,sub_annual,GB,GBP,54.99,1.288904,USD,70.88
"Jun 10, 2026",11:53:10,Google fee,sub_annual,GB,GBP,-8.25,1.288904,USD,-10.63
"Jun 10, 2026",11:55:28,Charge,coach_addon,US,USD,4.99,1,USD,4.99
"Jun 10, 2026",11:55:28,Google fee,coach_addon,US,USD,-0.75,1,USD,-0.75
"Jun 10, 2026",13:20:36,Charge,sub_monthly,MX,MXN,129.00,0.055489,USD,7.16
"Jun 10, 2026",13:20:36,Google fee,sub_monthly,MX,MXN,-19.35,0.055489,USD,-1.07
"Jun 11, 2026",00:30:29,Charge,sub_monthly,BR,BRL,34.90,0.185507,USD,6.47
"Jun 11, 2026",00:30:29,Google fee,sub_monthly,BR,BRL,-5.24,0.185507,USD,-0.97
