transaction_id,invoice_id,transaction_type,status,created_at_utc,country,currency,currency_exponent,local_amount,fx_rate,usd_amount,fee_usd
DL-90000819,ORD-506514,PAYMENT,PAID,2026-06-06 12:15:27,CO,COP,2,2990000,3984.0637,7.50,0.34
DL-90000621,ORD-506316,PAYMENT,PAID,2026-06-06 12:16:59,CL,CLP,0,3990,939.8496,4.25,0.19
DL-90001217,ORD-506912,PAYMENT,PAID,2026-06-06 13:53:02,MX,MXN,2,79900,18.1805,43.95,1.98
DL-90000606,ORD-506301,PAYMENT,PAID,2026-06-06 14:21:12,MX,MXN,2,32900,18.1805,18.10,0.81
DL-90001314,ORD-507807,PAYMENT,PAID,2026-06-06 14:26:00,BR,BRL,2,19990,5.4139,36.92,1.66
DL-90000678,ORD-506373,PAYMENT,PAID,2026-06-06 14:53:06,MX,MXN,2,12900,18.1805,7.10,0.32
DL-90000036,ORD-505731,PAYMENT,REJECTED,2026-06-06 15:00:59,CO,COP,2,7990000,3984.0637,20.05,0.90
DL-90000157,ORD-505852,PAYMENT,PAID,2026-06-06 15:01:59,AR,ARS,2,599900,1190.4762,5.04,0.23
DL-90001035,ORD-506730,PAYMENT,PAID,2026-06-06 15:24:50,BR,BRL,2,8990,5.4139,16.61,0.75
DL-90000063,ORD-505758,PAYMENT,PAID,2026-06-06 16:00:52,CO,COP,2,7990000,3984.0637,20.05,0.90
DL-90000635,ORD-506330,PAYMENT,PAID,2026-06-06 16:31:41,MX,MXN,2,12900,18.1805,7.10,0.32
DL-90001142,ORD-506837,PAYMENT,PAID,2026-06-06 16:53:59,MX,MXN,2,79900,18.1805,43.95,1.98
DL-90000166,ORD-505861,PAYMENT,PAID,2026-06-06 17:12:58,BR,BRL,2,19990,5.4139,36.92,1.66
DL-90000498,ORD-506193,PAYMENT,PAID,2026-06-06 17:31:31,AR,ARS,2,1599900,1190.4762,13.44,0.60
DL-90000686,ORD-506381,PAYMENT,PAID,2026-06-06 17:36:46,MX,MXN,2,32900,18.1805,18.10,0.81
DL-90000026,ORD-505721,PAYMENT,PAID,2026-06-06 17:39:26,BR,BRL,2,19990,5.4139,36.92,1.66
DL-90001010,ORD-506705,PAYMENT,PAID,2026-06-06 18:21:57,BR,BRL,2,3490,5.4139,6.45,0.29
DL-90000759,ORD-506454,PAYMENT,PAID,2026-06-06 18:47:06,MX,MXN,2,12900,18.1805,7.10,0.32
DL-90000175,ORD-505870,PAYMENT,PAID,2026-06-06 18:59:51,AR,ARS,2,599900,1190.4762,5.04,0.23
DL-90000512,ORD-506207,PAYMENT,PAID,2026-06-06 19:10:36,CO,COP,2,2990000,3984.0637,7.50,0.34
DL-90000521,ORD-506216,PAYMENT,PAID,2026-06-06 19:27:51,BR,BRL,2,3490,5.4139,6.45,0.29
DL-90000858,ORD-506553,PAYMENT,PAID,2026-06-06 19:39:47,BR,BRL,2,8990,5.4139,16.61,0.75
DL-90000524,ORD-506219,PAYMENT,REJECTED,2026-06-07 07:07:57,BR,BRL,2,8990,5.4139,16.61,0.75
DL-90000896,ORD-506591,PAYMENT,PAID,2026-06-07 07:29:46,AR,ARS,2,599900,1190.4762,5.04,0.23
DL-90000890,ORD-506585,PAYMENT,PAID,2026-06-07 08:08:17,CO,COP,2,19990000,3984.0637,50.17,2.26
DL-90001148,ORD-506843,PAYMENT,PAID,2026-06-07 08:19:54,MX,MXN,2,32900,18.1805,18.10,0.81
DL-90000382,ORD-506077,PAYMENT,PAID,2026-06-07 08:57:24,BR,BRL,2,1690,5.4139,3.12,0.14
DL-90000105,ORD-505800,PAYMENT,PAID,2026-06-07 09:34:03,AR,ARS,2,3999900,1190.4762,33.60,1.51
DL-90000630,ORD-506325,PAYMENT,PAID,2026-06-07 09:35:56,BR,BRL,2,8990,5.4139,16.61,0.75
DL-90000912,ORD-506607,PAYMENT,REJECTED,2026-06-07 09:36:26,MX,MXN,2,12900,18.1805,7.10,0.32
DL-90001003,ORD-506698,PAYMENT,PAID,2026-06-07 09:56:50,CL,CLP,0,6990,939.8496,7.44,0.33
DL-90001227,ORD-506922,PAYMENT,PAID,2026-06-07 10:12:44,CL,CLP,0,6990,939.8496,7.44,0.33
DL-90000207,ORD-505902,PAYMENT,PAID,2026-06-07 10:47:15,BR,BRL,2,3490,5.4139,6.45,0.29
DL-90000709,ORD-506404,PAYMENT,PAID,2026-06-07 10:51:03,AR,ARS,2,599900,1190.4762,5.04,0.23
DL-90000377,ORD-506072,PAYMENT,PAID,2026-06-07 10:52:26,BR,BRL,2,8990,5.4139,16.61,0.75
DL-90001008,ORD-506703,PAYMENT,PAID,2026-06-07 11:22:59,BR,BRL,2,3490,5.4139,6.45,0.29
DL-90000142,ORD-505837,PAYMENT,PAID,2026-06-07 11:34:32,BR,BRL,2,1690,5.4139,3.12,0.14
DL-90000040,ORD-505735,PAYMENT,PAID,2026-06-07 11:45:51,AR,ARS,2,1599900,1190.4762,13.44,0.60
DL-90001128,ORD-506823,PAYMENT,PAID,2026-06-07 11:48:33,AR,ARS,2,1599900,1190.4762,13.44,0.60
DL-90000411,ORD-506106,PAYMENT,PAID,2026-06-07 11:52:08,BR,BRL,2,3490,5.4139,6.45,0.29
DL-90001180,ORD-506875,PAYMENT,PAID,2026-06-07 12:01:06,BR,BRL,2,8990,5.4139,16.61,0.75
DL-90000195,ORD-505890,PAYMENT,PAID,2026-06-07 12:08:12,CO,COP,2,7990000,3984.0637,20.05,0.90
DL-90001187,ORD-506882,PAYMENT,PAID,2026-06-07 12:27:09,AR,ARS,2,1599900,1190.4762,13.44,0.60
DL-90001246,ORD-506941,PAYMENT,PAID,2026-06-07 12:46:08,BR,BRL,2,1690,5.4139,3.12,0.14
DL-90000373,ORD-506068,PAYMENT,PAID,2026-06-07 13:16:30,BR,BRL,2,8990,5.4139,16.61,0.75
DL-90000854,ORD-506549,PAYMENT,PAID,2026-06-07 13:24:49,BR,BRL,2,19990,5.4139,36.92,1.66
DL-90000815,ORD-506510,PAYMENT,PAID,2026-06-07 13:41:10,CL,CLP,0,6990,939.8496,7.44,0.33
DL-90000259,ORD-505954,PAYMENT,PAID,2026-06-07 14:03:27,BR,BRL,2,3490,5.4139,6.45,0.29
DL-90000057,ORD-505752,PAYMENT,PAID,2026-06-07 14:13:57,MX,MXN,2,12900,18.1805,7.10,0.32
DL-90000726,ORD-506421,PAYMENT,PAID,2026-06-07 14:14:01,MX,MXN,2,12900,18.1805,7.10,0.32
DL-90000372,ORD-506067,PAYMENT,PAID,2026-06-07 14:20:32,AR,ARS,2,599900,1190.4762,5.04,0.23
DL-90000398,ORD-506093,PAYMENT,PAID,2026-06-07 14:35:48,MX,MXN,2,12900,18.1805,7.10,0.32
DL-90000816,ORD-506511,PAYMENT,PAID,2026-06-07 14:48:00,MX,MXN,2,12900,18.1805,7.10,0.32
DL-90000060,ORD-505755,PAYMENT,PAID,2026-06-07 16:04:23,BR,BRL,2,19990,5.4139,36.92,1.66
DL-90000330,ORD-506025,PAYMENT,PAID,2026-06-07 16:22:37,MX,MXN,2,32900,18.1805,18.10,0.81
DL-90000973,ORD-506668,PAYMENT,PAID,2026-06-07 16:23:38,BR,BRL,2,19990,5.4139,36.92,1.66
DL-90000573,ORD-506268,PAYMENT,PAID,2026-06-07 16:28:10,CL,CLP,0,6990,939.8496,7.44,0.33
DL-90000145,ORD-505840,PAYMENT,PAID,2026-06-07 16:30:14,BR,BRL,2,3490,5.4139,6.45,0.29
DL-90001095,ORD-506790,PAYMENT,PAID,2026-06-07 16:30:22,BR,BRL,2,3490,5.4139,6.45,0.29
DL-90000905,ORD-506600,PAYMENT,PAID,2026-06-07 16:33:36,BR,BRL,2,3490,5.4139,6.45,0.29
DL-90001022,ORD-506717,PAYMENT,PAID,2026-06-07 16:57:15,BR,BRL,2,3490,5.4139,6.45,0.29
DL-90000383,ORD-506078,PAYMENT,PAID,2026-06-07 17:01:29,BR,BRL,2,3490,5.4139,6.45,0.29
DL-90000706,ORD-506401,PAYMENT,PAID,2026-06-07 17:37:45,BR,BRL,2,3490,5.4139,6.45,0.29
DL-90000873,ORD-506568,PAYMENT,PAID,2026-06-07 17:41:21,MX,MXN,2,32900,18.1805,18.10,0.81
DL-90000173,ORD-505868,PAYMENT,PAID,2026-06-07 17:54:22,CO,COP,2,2990000,3984.0637,7.50,0.34
DL-90001188,ORD-506883,PAYMENT,PAID,2026-06-07 18:06:40,MX,MXN,2,12900,18.1805,7.10,0.32
DL-90001152,ORD-506847,PAYMENT,PAID,2026-06-07 18:08:06,BR,BRL,2,3490,5.4139,6.45,0.29
DL-90000987,ORD-506682,PAYMENT,PAID,2026-06-07 18:30:03,MX,MXN,2,12900,18.1805,7.10,0.32
DL-90000470,ORD-506165,PAYMENT,PAID,2026-06-07 18:52:56,BR,BRL,2,3490,5.4139,6.45,0.29
DL-90000758,ORD-506453,PAYMENT,PAID,2026-06-07 19:29:32,MX,MXN,2,12900,18.1805,7.10,0.32
DL-90000391,ORD-506086,PAYMENT,PAID,2026-06-07 19:36:59,BR,BRL,2,3490,5.4139,6.45,0.29
DL-90000397,ORD-506092,PAYMENT,PAID,2026-06-07 19:45:47,BR,BRL,2,3490,5.4139,6.45,0.29
DL-90000669,ORD-506364,PAYMENT,PAID,2026-06-07 19:59:05,AR,ARS,2,599900,1190.4762,5.04,0.23
DL-90001006,ORD-506701,PAYMENT,PAID,2026-06-07 20:16:23,BR,BRL,2,8990,5.4139,16.61,0.75
DL-90000670,ORD-506365,PAYMENT,PAID,2026-06-08 08:24:13,AR,ARS,2,599900,1189.0606,5.05,0.23
DL-90000217,ORD-505912,PAYMENT,PAID,2026-06-08 08:55:05,BR,BRL,2,3490,5.4233,6.44,0.29
DL-90000387,ORD-506082,PAYMENT,PAID,2026-06-08 09:01:01,BR,BRL,2,3490,5.4233,6.44,0.29
DL-90000876,ORD-506571,PAYMENT,PAID,2026-06-08 09:05:14,MX,MXN,2,79900,18.1475,44.03,1.98
DL-90000293,ORD-505988,PAYMENT,PAID,2026-06-08 09:21:00,CO,COP,2,2990000,4000.0000,7.48,0.34
DL-90001228,ORD-506923,PAYMENT,PAID,2026-06-08 09:21:11,CL,CLP,0,6990,939.8496,7.44,0.33
DL-90000590,ORD-506285,PAYMENT,PAID,2026-06-08 09:55:21,BR,BRL,2,1690,5.4233,3.12,0.14
DL-90000589,ORD-506284,PAYMENT,PAID,2026-06-08 10:00:24,MX,MXN,2,5900,18.1475,3.25,0.15
DL-90001214,ORD-506909,PAYMENT,PAID,2026-06-08 10:03:47,CL,CLP,0,44990,939.8496,47.87,2.15
DL-90000005,ORD-505700,PAYMENT,PAID,2026-06-08 10:24:31,BR,BRL,2,3490,5.4233,6.44,0.29
DL-90000544,ORD-506239,PAYMENT,PAID,2026-06-08 10:58:36,CO,COP,2,2990000,4000.0000,7.48,0.34
DL-90001048,ORD-506743,PAYMENT,PAID,2026-06-08 11:43:50,AR,ARS,2,599900,1189.0606,5.05,0.23
DL-90000308,ORD-506003,PAYMENT,PAID,2026-06-08 11:52:15,BR,BRL,2,3490,5.4233,6.44,0.29
DL-90001177,ORD-506872,PAYMENT,PAID,2026-06-08 11:52:28,CO,COP,2,1290000,4000.0000,3.23,0.15
DL-90000326,ORD-506021,PAYMENT,PAID,2026-06-08 11:52:40,BR,BRL,2,3490,5.4233,6.44,0.29
DL-90000894,ORD-506589,PAYMENT,PAID,2026-06-08 11:57:30,BR,BRL,2,3490,5.4233,6.44,0.29
DL-90000592,ORD-506287,PAYMENT,PAID,2026-06-08 12:36:18,BR,BRL,2,19990,5.4233,36.86,1.66
DL-90000628,ORD-506323,PAYMENT,PAID,2026-06-08 12:58:03,BR,BRL,2,19990,5.4233,36.86,1.66
DL-90000539,ORD-506234,PAYMENT,PAID,2026-06-08 13:06:15,MX,MXN,2,12900,18.1475,7.11,0.32
DL-90000916,ORD-506611,PAYMENT,PAID,2026-06-08 13:08:39,BR,BRL,2,3490,5.4233,6.44,0.29
DL-90000566,ORD-506261,PAYMENT,PAID,2026-06-08 13:20:31,CL,CLP,0,17990,939.8496,19.14,0.86
DL-90000492,ORD-506187,PAYMENT,PAID,2026-06-08 13:24:15,MX,MXN,2,12900,18.1475,7.11,0.32
DL-90000138,ORD-505833,PAYMENT,PAID,2026-06-08 13:34:50,MX,MXN,2,12900,18.1475,7.11,0.32
DL-90000352,ORD-506047,PAYMENT,PAID,2026-06-08 13:41:21,BR,BRL,2,3490,5.4233,6.44,0.29
DL-90001052,ORD-506747,PAYMENT,REJECTED,2026-06-08 14:09:52,BR,BRL,2,19990,5.4233,36.86,1.66
DL-90000111,ORD-505806,PAYMENT,PAID,2026-06-08 14:17:18,CO,COP,2,7990000,4000.0000,19.98,0.90
DL-90000369,ORD-506064,PAYMENT,PAID,2026-06-08 14:28:47,MX,MXN,2,12900,18.1475,7.11,0.32
DL-90000703,ORD-506398,PAYMENT,PAID,2026-06-08 14:36:52,MX,MXN,2,32900,18.1475,18.13,0.82
DL-90000693,ORD-506388,PAYMENT,PAID,2026-06-08 15:01:35,BR,BRL,2,1690,5.4233,3.12,0.14
DL-90001019,ORD-506714,PAYMENT,PAID,2026-06-08 15:23:18,CL,CLP,0,6990,939.8496,7.44,0.33
DL-90000932,ORD-506627,PAYMENT,PAID,2026-06-08 15:46:40,CL,CLP,0,17990,939.8496,19.14,0.86
DL-90000393,ORD-506088,PAYMENT,REJECTED,2026-06-08 15:50:53,BR,BRL,2,3490,5.4233,6.44,0.29
DL-90000866,ORD-506561,PAYMENT,PAID,2026-06-08 15:53:01,BR,BRL,2,3490,5.4233,6.44,0.29
DL-90001236,ORD-506931,PAYMENT,PAID,2026-06-08 16:13:35,BR,BRL,2,8990,5.4233,16.58,0.75
DL-90001208,ORD-506903,PAYMENT,PAID,2026-06-08 16:17:37,BR,BRL,2,8990,5.4233,16.58,0.75
DL-90000804,ORD-506499,PAYMENT,PAID,2026-06-08 16:53:04,BR,BRL,2,1690,5.4233,3.12,0.14
DL-90000420,ORD-506115,PAYMENT,PAID,2026-06-08 16:54:40,CL,CLP,0,6990,939.8496,7.44,0.33
DL-90000972,ORD-506667,PAYMENT,PAID,2026-06-08 17:08:37,MX,MXN,2,12900,18.1475,7.11,0.32
DL-90000920,ORD-506615,PAYMENT,PAID,2026-06-08 19:01:09,BR,BRL,2,3490,5.4233,6.44,0.29
DL-90000869,ORD-506564,PAYMENT,PAID,2026-06-08 19:16:18,BR,BRL,2,8990,5.4233,16.58,0.75
DL-90000882,ORD-506577,PAYMENT,PAID,2026-06-08 19:17:14,BR,BRL,2,3490,5.4233,6.44,0.29
DL-90000347,ORD-506042,PAYMENT,PAID,2026-06-08 19:18:21,BR,BRL,2,8990,5.4233,16.58,0.75
DL-90000414,ORD-506109,PAYMENT,PAID,2026-06-08 19:34:06,BR,BRL,2,8990,5.4233,16.58,0.75
DL-90001054,ORD-506749,PAYMENT,REJECTED,2026-06-09 07:24:10,CL,CLP,0,17990,938.9671,19.16,0.86
DL-90000860,ORD-506555,PAYMENT,PAID,2026-06-09 08:06:57,CO,COP,2,7990000,4016.0643,19.90,0.90
DL-90000119,ORD-505814,PAYMENT,REJECTED,2026-06-09 08:35:58,BR,BRL,2,3490,5.4157,6.44,0.29
DL-90001191,ORD-506886,PAYMENT,PAID,2026-06-09 09:05:33,BR,BRL,2,3490,5.4157,6.44,0.29
DL-90000128,ORD-505823,PAYMENT,PAID,2026-06-09 10:00:12,BR,BRL,2,8990,5.4157,16.60,0.75
DL-90001311,ORD-507789,PAYMENT,PAID,2026-06-09 10:08:00,BR,BRL,2,8990,5.4157,16.60,0.75
DL-90000028,ORD-505723,PAYMENT,PAID,2026-06-09 10:19:45,MX,MXN,2,79900,18.0871,44.18,1.99
DL-90000162,ORD-505857,PAYMENT,PAID,2026-06-09 10:22:02,CL,CLP,0,44990,938.9671,47.91,2.16
DL-90000574,ORD-506269,PAYMENT,PAID,2026-06-09 10:22:36,MX,MXN,2,79900,18.0871,44.18,1.99
DL-90000499,ORD-506194,PAYMENT,PAID,2026-06-09 10:27:38,AR,ARS,2,599900,1191.8951,5.03,0.23
DL-90000569,ORD-506264,PAYMENT,PAID,2026-06-09 11:17:50,BR,BRL,2,3490,5.4157,6.44,0.29
DL-90000508,ORD-506203,PAYMENT,PAID,2026-06-09 11:41:25,BR,BRL,2,8990,5.4157,16.60,0.75
DL-90000822,ORD-506517,PAYMENT,PAID,2026-06-09 12:39:36,BR,BRL,2,8990,5.4157,16.60,0.75
DL-90000232,ORD-505927,PAYMENT,PAID,2026-06-09 13:43:22,CL,CLP,0,17990,938.9671,19.16,0.86
DL-90000360,ORD-506055,PAYMENT,PAID,2026-06-09 14:00:51,CL,CLP,0,3990,938.9671,4.25,0.19
DL-90000679,ORD-506374,PAYMENT,PAID,2026-06-09 14:13:39,MX,MXN,2,79900,18.0871,44.18,1.99
DL-90000985,ORD-506680,PAYMENT,PAID,2026-06-09 14:23:41,MX,MXN,2,12900,18.0871,7.13,0.32
DL-90000636,ORD-506331,PAYMENT,PAID,2026-06-09 14:29:06,AR,ARS,2,599900,1191.8951,5.03,0.23
DL-90000710,ORD-506405,PAYMENT,PAID,2026-06-09 14:36:18,BR,BRL,2,3490,5.4157,6.44,0.29
DL-90001079,ORD-506774,PAYMENT,PAID,2026-06-09 14:39:52,BR,BRL,2,8990,5.4157,16.60,0.75
DL-90000286,ORD-505981,PAYMENT,PAID,2026-06-09 14:42:40,MX,MXN,2,12900,18.0871,7.13,0.32
DL-90000009,ORD-505704,PAYMENT,REJECTED,2026-06-09 15:05:16,BR,BRL,2,3490,5.4157,6.44,0.29
DL-90001134,ORD-506829,PAYMENT,PAID,2026-06-09 15:18:39,MX,MXN,2,32900,18.0871,18.19,0.82
DL-90000023,ORD-505718,PAYMENT,PAID,2026-06-09 15:22:00,AR,ARS,2,3999900,1191.8951,33.56,1.51
DL-90000346,ORD-506041,PAYMENT,PAID,2026-06-09 15:25:12,CL,CLP,0,44990,938.9671,47.91,2.16
DL-90000260,ORD-505955,PAYMENT,PAID,2026-06-09 15:45:18,MX,MXN,2,12900,18.0871,7.13,0.32
DL-90000519,ORD-506214,PAYMENT,PAID,2026-06-09 16:04:19,CL,CLP,0,17990,938.9671,19.16,0.86
DL-90001212,ORD-506907,PAYMENT,PAID,2026-06-09 16:42:34,BR,BRL,2,3490,5.4157,6.44,0.29
DL-90000333,ORD-506028,PAYMENT,PAID,2026-06-09 16:43:33,MX,MXN,2,32900,18.0871,18.19,0.82
DL-90000152,ORD-505847,PAYMENT,PAID,2026-06-09 16:54:28,BR,BRL,2,3490,5.4157,6.44,0.29
DL-90000793,ORD-506488,PAYMENT,PAID,2026-06-09 17:00:43,BR,BRL,2,8990,5.4157,16.60,0.75
DL-90000878,ORD-506573,PAYMENT,PAID,2026-06-09 17:09:18,BR,BRL,2,3490,5.4157,6.44,0.29
DL-90000660,ORD-506355,PAYMENT,PAID,2026-06-09 17:20:07,CO,COP,2,2990000,4016.0643,7.45,0.34
DL-90000803,ORD-506498,PAYMENT,PAID,2026-06-09 17:45:29,MX,MXN,2,12900,18.0871,7.13,0.32
DL-90000106,ORD-505801,PAYMENT,PAID,2026-06-09 18:18:04,BR,BRL,2,3490,5.4157,6.44,0.29
DL-90001190,ORD-506885,PAYMENT,PAID,2026-06-09 18:43:47,BR,BRL,2,8990,5.4157,16.60,0.75
DL-90000901,ORD-506596,PAYMENT,PAID,2026-06-09 19:02:33,MX,MXN,2,12900,18.0871,7.13,0.32
DL-90000787,ORD-506482,PAYMENT,PAID,2026-06-09 19:13:25,AR,ARS,2,1599900,1191.8951,13.42,0.60
DL-90001086,ORD-506781,PAYMENT,PAID,2026-06-09 19:22:55,CO,COP,2,7990000,4016.0643,19.90,0.90
DL-90000634,ORD-506329,PAYMENT,PAID,2026-06-09 20:11:31,AR,ARS,2,599900,1191.8951,5.03,0.23
DL-90000644,ORD-506339,PAYMENT,REJECTED,2026-06-10 07:10:09,BR,BRL,2,1690,5.2482,3.22,0.14
DL-90000274,ORD-505969,PAYMENT,PAID,2026-06-10 07:39:10,MX,MXN,2,12900,18.0216,7.16,0.32
DL-90000672,ORD-506367,PAYMENT,PAID,2026-06-10 08:00:24,CL,CLP,0,6990,936.3296,7.47,0.34
DL-90001195,ORD-506890,PAYMENT,PAID,2026-06-10 08:34:28,BR,BRL,2,3490,5.2482,6.65,0.30
DL-90000006,ORD-505701,PAYMENT,PAID,2026-06-10 08:40:00,AR,ARS,2,599900,1193.3174,5.03,0.23
DL-90000430,ORD-506125,PAYMENT,REJECTED,2026-06-10 08:45:44,MX,MXN,2,32900,18.0216,18.26,0.82
DL-90000034,ORD-505729,PAYMENT,PAID,2026-06-10 09:05:23,CL,CLP,0,44990,936.3296,48.05,2.16
DL-90000130,ORD-505825,PAYMENT,PAID,2026-06-10 09:11:13,MX,MXN,2,12900,18.0216,7.16,0.32
DL-90000785,ORD-506480,PAYMENT,PAID,2026-06-10 10:02:02,BR,BRL,2,19990,5.2482,38.09,1.71
DL-90000038,ORD-505733,PAYMENT,PAID,2026-06-10 10:19:38,BR,BRL,2,3490,5.2482,6.65,0.30
DL-90000322,ORD-506017,PAYMENT,PAID,2026-06-10 10:55:30,CO,COP,2,7990000,4032.2581,19.82,0.89
DL-90000484,ORD-506179,PAYMENT,PAID,2026-06-10 11:01:07,CO,COP,2,19990000,4032.2581,49.58,2.23
DL-90000020,ORD-505715,PAYMENT,PAID,2026-06-10 11:12:30,MX,MXN,2,32900,18.0216,18.26,0.82
DL-90000585,ORD-506280,PAYMENT,PAID,2026-06-10 11:35:55,AR,ARS,2,599900,1193.3174,5.03,0.23
DL-90000623,ORD-506318,PAYMENT,PAID,2026-06-10 11:42:14,BR,BRL,2,3490,5.2482,6.65,0.30
DL-90000881,ORD-506576,PAYMENT,PAID,2026-06-10 12:06:12,BR,BRL,2,3490,5.2482,6.65,0.30
DL-90000238,ORD-505933,PAYMENT,PAID,2026-06-10 12:10:13,BR,BRL,2,8990,5.2482,17.13,0.77
DL-90001149,ORD-506844,PAYMENT,PAID,2026-06-10 12:24:51,BR,BRL,2,19990,5.2482,38.09,1.71
DL-90000707,ORD-506402,PAYMENT,PAID,2026-06-10 12:45:40,CL,CLP,0,44990,936.3296,48.05,2.16
DL-90000692,ORD-506387,PAYMENT,REJECTED,2026-06-10 13:01:30,BR,BRL,2,19990,5.2482,38.09,1.71
DL-90000792,ORD-506487,PAYMENT,REJECTED,2026-06-10 13:08:50,BR,BRL,2,8990,5.2482,17.13,0.77
DL-90000048,ORD-505743,PAYMENT,PAID,2026-06-10 13:43:38,MX,MXN,2,12900,18.0216,7.16,0.32
DL-90000433,ORD-506128,PAYMENT,PAID,2026-06-10 14:04:45,CL,CLP,0,6990,936.3296,7.47,0.34
DL-90000608,ORD-506303,PAYMENT,PAID,2026-06-10 14:35:10,CL,CLP,0,6990,936.3296,7.47,0.34
DL-90000954,ORD-506649,PAYMENT,PAID,2026-06-10 14:35:30,CL,CLP,0,6990,936.3296,7.47,0.34
DL-90000981,ORD-506676,PAYMENT,PAID,2026-06-10 14:41:18,CL,CLP,0,17990,936.3296,19.21,0.86
DL-90000827,ORD-506522,PAYMENT,PAID,2026-06-10 15:02:42,BR,BRL,2,3490,5.2482,6.65,0.30
DL-90000080,ORD-505775,PAYMENT,PAID,2026-06-10 15:28:20,AR,ARS,2,599900,1193.3174,5.03,0.23
DL-90001308,ORD-507778,PAYMENT,PAID,2026-06-10 15:33:00,BR,BRL,2,8990,5.2482,17.13,0.77
DL-90000947,ORD-506642,PAYMENT,PAID,2026-06-10 15:39:07,CL,CLP,0,6990,936.3296,7.47,0.34
DL-90000050,ORD-505745,PAYMENT,REJECTED,2026-06-10 15:52:00,CO,COP,2,2990000,4032.2581,7.42,0.33
DL-90000447,ORD-506142,PAYMENT,PAID,2026-06-10 16:00:13,MX,MXN,2,5900,18.0216,3.27,0.15
DL-90001136,ORD-506831,PAYMENT,PAID,2026-06-10 16:21:20,MX,MXN,2,32900,18.0216,18.26,0.82
DL-90000176,ORD-505871,PAYMENT,PAID,2026-06-10 16:21:32,BR,BRL,2,3490,5.2482,6.65,0.30
DL-90000701,ORD-506396,PAYMENT,PAID,2026-06-10 16:48:33,CL,CLP,0,17990,936.3296,19.21,0.86
DL-90000345,ORD-506040,PAYMENT,PAID,2026-06-10 17:05:52,BR,BRL,2,8990,5.2482,17.13,0.77
DL-90000728,ORD-506423,PAYMENT,PAID,2026-06-10 17:45:25,CO,COP,2,19990000,4032.2581,49.58,2.23
DL-90000280,ORD-505975,PAYMENT,PAID,2026-06-10 17:48:11,MX,MXN,2,32900,18.0216,18.26,0.82
DL-90000579,ORD-506274,PAYMENT,PAID,2026-06-10 17:54:15,CL,CLP,0,6990,936.3296,7.47,0.34
DL-90000205,ORD-505900,PAYMENT,PAID,2026-06-10 17:56:50,BR,BRL,2,19990,5.2482,38.09,1.71
DL-90000341,ORD-506036,PAYMENT,PAID,2026-06-10 18:03:20,CL,CLP,0,6990,936.3296,7.47,0.34
DL-90000266,ORD-505961,PAYMENT,PAID,2026-06-10 18:06:00,MX,MXN,2,12900,18.0216,7.16,0.32
DL-90000099,ORD-505794,PAYMENT,PAID,2026-06-10 18:39:28,MX,MXN,2,12900,18.0216,7.16,0.32
DL-90000991,ORD-506686,PAYMENT,PAID,2026-06-10 18:57:42,BR,BRL,2,8990,5.2482,17.13,0.77
DL-90000054,ORD-505749,PAYMENT,PAID,2026-06-10 19:21:46,MX,MXN,2,12900,18.0216,7.16,0.32
DL-90000982,ORD-506677,PAYMENT,PAID,2026-06-10 19:22:35,MX,MXN,2,12900,18.0216,7.16,0.32
DL-90001147,ORD-506842,PAYMENT,PAID,2026-06-10 19:35:34,BR,BRL,2,3490,5.2482,6.65,0.30
DL-90000094,ORD-505789,PAYMENT,PAID,2026-06-11 07:32:10,BR,BRL,2,1690,5.3906,3.14,0.14
DL-90000675,ORD-506370,PAYMENT,PAID,2026-06-11 08:06:30,BR,BRL,2,1690,5.3906,3.14,0.14
DL-90000112,ORD-505807,PAYMENT,PAID,2026-06-11 08:13:01,CO,COP,2,2990000,4048.5830,7.39,0.33
DL-90000182,ORD-505877,PAYMENT,PAID,2026-06-11 08:22:47,BR,BRL,2,3490,5.3906,6.47,0.29
DL-90000116,ORD-505811,PAYMENT,PAID,2026-06-11 08:28:03,MX,MXN,2,12900,18.0796,7.14,0.32
DL-90000350,ORD-506045,PAYMENT,PAID,2026-06-11 08:45:54,BR,BRL,2,8990,5.3906,16.68,0.75
DL-90000553,ORD-506248,PAYMENT,PAID,2026-06-11 08:50:06,CL,CLP,0,3990,938.0863,4.25,0.19
DL-90000593,ORD-506288,PAYMENT,PAID,2026-06-11 09:00:18,AR,ARS,2,599900,1194.7431,5.02,0.23
DL-90000480,ORD-506175,PAYMENT,REJECTED,2026-06-11 09:06:54,MX,MXN,2,32900,18.0796,18.20,0.82
DL-90000832,ORD-506527,PAYMENT,PAID,2026-06-11 09:24:55,AR,ARS,2,599900,1194.7431,5.02,0.23
DL-90000807,ORD-506502,PAYMENT,PAID,2026-06-11 09:31:42,BR,BRL,2,8990,5.3906,16.68,0.75
DL-90000730,ORD-506425,PAYMENT,PAID,2026-06-11 09:57:40,BR,BRL,2,3490,5.3906,6.47,0.29
DL-90001098,ORD-506793,PAYMENT,PAID,2026-06-11 10:06:20,CL,CLP,0,6990,938.0863,7.45,0.34
DL-90000215,ORD-505910,PAYMENT,PAID,2026-06-11 10:39:37,CL,CLP,0,6990,938.0863,7.45,0.34
DL-90000410,ORD-506105,PAYMENT,REJECTED,2026-06-11 11:21:05,MX,MXN,2,12900,18.0796,7.14,0.32
